id,followers_count,following_count,tweet_count,listed_count,time_to_now,has_profile_photo,protected,verified,name_length,label,spilt
u336186680,898619,90468,6120,1332,4131,TRUE,FALSE,FALSE,16,human,train
u336157900,1326,1924,4765,0,4131,TRUE,FALSE,FALSE,13,bot,train
u33615604,521533,696239,6789,319,4947,TRUE,FALSE,FALSE,14,human,train
u336004914,1743,1492,15583,56,4131,TRUE,FALSE,FALSE,10,human,train
u33512799,2838319,1042,65496,389,4947,TRUE,FALSE,TRUE,13,bot,train
u334921284,1976948,582,27342,2953,4133,TRUE,FALSE,TRUE,15,human,train
u3348071480,1061,990,28968,19,2628,TRUE,FALSE,FALSE,5,bot,train
u334417864,1700,1566,12175,3,4133,TRUE,FALSE,FALSE,1,human,train
u334102709,1017,469,3277,2,4134,TRUE,FALSE,FALSE,12,human,train
u3333338062,1635,415,24105,9,2697,TRUE,FALSE,FALSE,5,bot,train
u332710234,36897,137,140727,19,4136,TRUE,FALSE,FALSE,16,bot,train
u332598424,91113,100258,182649,139,4136,TRUE,FALSE,FALSE,10,bot,train
u33251123,1182,764,107969,23,4948,TRUE,FALSE,FALSE,11,human,train
u332321195,1098,769,47885,1,4137,TRUE,FALSE,FALSE,7,human,train
u332250142,120632,249,138958,352,4137,TRUE,FALSE,FALSE,19,human,train
u3322078934,664,1621,15458,1,2633,TRUE,FALSE,FALSE,18,bot,train
u331989774,1042,698,12011,7,4137,TRUE,FALSE,FALSE,17,human,train
u331726637,78730,66786,105619,48,4138,TRUE,FALSE,FALSE,13,bot,train
u3317108412,938,3059,2809,1,2638,TRUE,FALSE,FALSE,12,human,train
u3313360990,321150,1077,4272,638,2707,TRUE,FALSE,TRUE,11,human,train
u3306286357,115592,40,36245,58,2650,TRUE,FALSE,FALSE,5,bot,train
u330432644,1073392,535,5523,1603,4140,TRUE,FALSE,TRUE,17,human,train
u3300861167,17656,379,10787,20,2719,TRUE,FALSE,FALSE,11,bot,train
u3299203382,27100,0,6276,9,2657,TRUE,FALSE,FALSE,10,human,train
u3289240398,994,505,14425,5,2661,TRUE,FALSE,FALSE,5,human,train
u32856634,131456,75013,8159,774,4949,TRUE,FALSE,FALSE,9,human,train
u3281348820,13516,12325,530044,110,2669,TRUE,FALSE,FALSE,21,bot,train
u328045907,351905,8092,26940,379,4144,TRUE,FALSE,FALSE,7,human,train
u327794846,78025,50755,344251,372,4144,TRUE,FALSE,FALSE,26,bot,train
u327422553,1112,2870,54637,0,4145,TRUE,FALSE,FALSE,10,bot,train
u3273557347,484,72,7771,3,2676,TRUE,FALSE,FALSE,11,human,train
u327020861,63712,912,96248,77,4146,TRUE,FALSE,FALSE,9,human,train
u326984697,161122,398,21444,660,4146,TRUE,FALSE,FALSE,5,human,train
u3262743192,1623,2013,8957,1,2684,TRUE,FALSE,FALSE,3,human,train
u3262143763,2075,0,22371,4,2685,TRUE,FALSE,FALSE,1,human,train
u3258575329,14573,4113,2188,1,2687,TRUE,FALSE,FALSE,8,human,train
u3249308366,20529,11353,37113,3,2696,TRUE,FALSE,FALSE,21,bot,train
u3246552765,1164,737,14213,0,2735,TRUE,FALSE,FALSE,8,human,train
u3244178876,713,1343,111696,12,2702,TRUE,FALSE,FALSE,7,bot,train
u3241838887,790,1014,428725,58,2704,TRUE,FALSE,FALSE,19,bot,train
u322758021,888,1458,18586,0,4153,TRUE,FALSE,FALSE,2,bot,train
u3222118555,169922,382,8067,2658,2725,TRUE,FALSE,TRUE,4,human,train
u32221027,1046,2035,12404,5,4950,TRUE,FALSE,FALSE,16,human,train
u3221217870,2564,3130,13159,43,2726,TRUE,FALSE,FALSE,8,human,train
u321980982,181322,44,34952,316,4154,TRUE,FALSE,FALSE,20,bot,train
u321125740,859161,226,75562,855,4155,TRUE,FALSE,FALSE,13,bot,train
u321000402,136918,1474,105334,292,4156,TRUE,FALSE,FALSE,12,bot,train
u3202726835,833,909,4630,1,2751,TRUE,FALSE,FALSE,7,human,train
u3196067821,932,1088,2642,5,2731,TRUE,FALSE,FALSE,5,bot,train
u3193080636,1547,609,85910,25,2734,TRUE,FALSE,FALSE,3,bot,train
u3189798943,619,2836,1214,0,2737,TRUE,FALSE,FALSE,1,human,train
u31744917,131588,3341,54043,584,4951,TRUE,FALSE,TRUE,12,bot,train
u317114365,1445659,2305,15782,2623,4162,TRUE,FALSE,TRUE,12,human,train
u3166813130,957,2222,17977,9,2755,TRUE,FALSE,FALSE,20,bot,train
u3164718758,2485,4997,78544,52,2756,TRUE,FALSE,FALSE,6,bot,train
u316465945,1005,1819,74367,14,4163,TRUE,FALSE,FALSE,10,bot,train
u31641658,1195739,2418,39984,12348,4951,TRUE,FALSE,TRUE,17,human,train
u315895692,1012,817,49500,5,4164,TRUE,FALSE,FALSE,10,human,train
u3151691953,30771,119,59551,14,2764,TRUE,FALSE,FALSE,11,bot,train
u3149062356,16399,85,24323,75,2765,TRUE,FALSE,FALSE,5,human,train
u3147202359,180821,4,21200,460,2768,TRUE,FALSE,FALSE,18,bot,train
u31444922,1266856,667,371199,3721,4952,TRUE,FALSE,TRUE,14,bot,train
u3141032242,7,1,2,2,2770,TRUE,FALSE,FALSE,16,human,train
u31404917,628010,3209,23970,83,4952,TRUE,FALSE,FALSE,12,human,train
u3137992297,1152,801,29034,4,2773,TRUE,FALSE,FALSE,2,bot,train
u313481830,53511,9434,192455,292,4168,TRUE,FALSE,FALSE,19,bot,train
u312960864,1427,1638,132682,43,4169,TRUE,FALSE,FALSE,6,bot,train
u3116779908,292766,16,33623,843,2777,TRUE,FALSE,FALSE,15,human,train
u311321484,116849,408,123687,318,4171,TRUE,FALSE,FALSE,18,bot,train
u31090827,1354991,51117,270994,14092,4953,TRUE,FALSE,TRUE,12,bot,train
u3108351,16334620,1124,265680,111578,5697,TRUE,FALSE,TRUE,23,bot,train
u310672436,152786,1211,52324,931,4172,TRUE,FALSE,FALSE,13,human,train
u310441654,1526,610,75684,10,4173,TRUE,FALSE,FALSE,9,human,train
u310434477,44203,3402,41741,257,4173,TRUE,FALSE,TRUE,20,human,train
u310333445,110520,112608,125095,151,4173,TRUE,FALSE,FALSE,6,bot,train
u31016461,166751,1969,133717,1256,4953,TRUE,FALSE,TRUE,20,bot,train
u3098765088,525,2,129231,3,2787,TRUE,FALSE,FALSE,5,bot,train
u3097948927,34743,45828,12405,135,2788,TRUE,FALSE,FALSE,7,human,train
u30973,11426282,96424,166790,28442,5820,TRUE,FALSE,TRUE,16,bot,train
u3086994153,837,1887,40413,6,2796,TRUE,FALSE,FALSE,8,bot,train
u308287890,101489,79430,104442,49,4176,TRUE,FALSE,FALSE,11,bot,train
u3082647453,965,96,1346492,15,2798,TRUE,FALSE,FALSE,15,bot,train
u3081645028,987,1936,83853,15,2798,TRUE,FALSE,FALSE,19,bot,train
u3075931313,1641,1386,30587,44,2801,TRUE,FALSE,FALSE,11,human,train
u3073042992,3755,4996,24831,1,2796,TRUE,FALSE,FALSE,12,bot,train
u307233876,88972,99115,55557,253,4178,TRUE,FALSE,FALSE,17,bot,train
u306806485,1148,2228,35008,1,4179,TRUE,FALSE,FALSE,22,bot,train
u306701131,809,707,32989,11,4179,TRUE,FALSE,FALSE,7,bot,train
u3066702889,510,934,15766,3,2800,TRUE,FALSE,FALSE,14,human,train
u3061034134,70873,228,80904,69,2810,TRUE,FALSE,FALSE,12,bot,train
u304768145,11828,556,33660,98,4182,TRUE,FALSE,FALSE,7,human,train
u304679484,3002292,396,13151,12061,4183,TRUE,FALSE,TRUE,11,human,train
u304520848,1060,811,83745,4,4183,TRUE,FALSE,FALSE,6,human,train
u30323859,110397,49,37415,200,4957,TRUE,FALSE,FALSE,14,bot,train
u3031717200,869,1897,90804,65,2816,TRUE,FALSE,FALSE,4,bot,train
u3023174739,462538,201,38497,1735,2828,TRUE,FALSE,TRUE,17,bot,train
u3021896853,2108,1517,41691,1,2829,TRUE,FALSE,FALSE,11,human,train
u3021259014,812,938,113595,8,2820,TRUE,FALSE,FALSE,5,bot,train
u3019691246,88568,94061,11038,117,2821,TRUE,FALSE,FALSE,6,human,train
u3019325733,23454,284,3106,13,2830,TRUE,FALSE,FALSE,12,human,train
u3019223383,402,0,158177,40,2821,TRUE,FALSE,FALSE,11,bot,train
u3018024769,631,890,1859,2,2822,TRUE,FALSE,FALSE,9,bot,train
u3016924923,482,450,43951,43,2831,TRUE,FALSE,FALSE,2,bot,train
u301655015,144513,1590,47466,622,4188,TRUE,FALSE,TRUE,11,bot,train
u30129478,976,1484,52516,18,4957,TRUE,FALSE,FALSE,20,bot,train
u3011737321,155943,1385,9021,36,2829,TRUE,FALSE,TRUE,15,human,train
u301112153,113396,305,8767,513,4189,TRUE,FALSE,TRUE,14,bot,train
u3002673243,2451,884,132182,11,2838,TRUE,FALSE,FALSE,17,human,train
u299945621,107447,99090,161463,537,4191,TRUE,FALSE,FALSE,10,bot,train
u29949435,2450563,9568,58861,2280,4958,TRUE,FALSE,TRUE,43,human,train
u299291756,180533,569,23464,1372,4192,TRUE,FALSE,FALSE,4,human,train
u2990728971,1216,876,115009,7,2845,TRUE,FALSE,FALSE,7,human,train
u298199741,336524,71,29630,136,4194,TRUE,FALSE,FALSE,18,human,train
u298139450,2863017,379,7707,1818,4194,TRUE,FALSE,TRUE,14,human,train
u298048905,1142417,1230,24930,1326,4194,TRUE,FALSE,FALSE,12,human,train
u2976581543,2528,1847,6409,32,2853,TRUE,FALSE,FALSE,10,human,train
u2972605423,141723,113,4739,122,2856,TRUE,FALSE,FALSE,16,human,train
u2971930268,1076,1478,9769,5,2856,TRUE,FALSE,FALSE,9,bot,train
u297174372,1049242,98,47780,4002,4195,TRUE,FALSE,TRUE,8,bot,train
u2968601413,1187,140,11308,1,2857,TRUE,FALSE,FALSE,15,human,train
u2962117111,34564,16070,272,50,2859,TRUE,FALSE,FALSE,2,human,train
u2961704150,746,1003,56906,5,2859,TRUE,FALSE,FALSE,6,human,train
u2960573252,982,1439,6284,0,2860,TRUE,FALSE,FALSE,3,human,train
u2959147470,827,6,6839,3,2861,TRUE,FALSE,FALSE,1,human,train
u295594406,831258,690,33003,630,4198,TRUE,FALSE,TRUE,13,human,train
u2955302197,846,31,12862,0,2865,TRUE,FALSE,FALSE,14,bot,train
u295413356,1159,1239,43489,1,4198,TRUE,FALSE,FALSE,8,human,train
u2953272923,2328,330,50619,32,2866,TRUE,FALSE,FALSE,4,human,train
u294573801,137836,20003,50157,374,4200,TRUE,FALSE,FALSE,9,human,train
u2943615224,1004,0,3416,3,2871,TRUE,FALSE,FALSE,16,bot,train
u2943566101,714,800,112242,1,2871,TRUE,FALSE,FALSE,12,bot,train
u2943284364,182557,3261,5583,41,2871,TRUE,FALSE,FALSE,14,human,train
u294198566,924454,11,20157,2148,4201,TRUE,FALSE,TRUE,25,human,train
u294150384,378218,347,110251,646,4201,TRUE,FALSE,FALSE,12,bot,train
u2938477910,101875,33849,147363,249,2876,TRUE,FALSE,FALSE,10,bot,train
u2928691509,765,1349,9178,2,2879,TRUE,FALSE,FALSE,14,human,train
u2928556470,799,769,38362,8,2884,TRUE,FALSE,FALSE,13,bot,train
u2927879268,113300,16422,70666,112,2884,TRUE,FALSE,FALSE,14,bot,train
u2925665354,1088,2088,23012,20,2887,TRUE,FALSE,FALSE,4,bot,train
u2924946324,798,812,3454,17,2887,TRUE,FALSE,FALSE,11,human,train
u2916404666,1540,384,84154,19,2895,TRUE,FALSE,FALSE,6,bot,train
u2908308039,429981,27,35168,231,2891,TRUE,FALSE,FALSE,15,bot,train
u2902617422,1469,1374,7877,5,2910,TRUE,FALSE,FALSE,7,human,train
u2901953015,919,862,20861,1,2895,TRUE,FALSE,FALSE,19,bot,train
u290181133,133554,1226,50146,182,4208,TRUE,FALSE,FALSE,15,human,train
u2900587879,702,1194,46848,1,2912,TRUE,FALSE,FALSE,12,bot,train
u2900157139,1091,1425,71079,1,2912,TRUE,FALSE,FALSE,6,bot,train
u2899662597,941,690,121020,4,2897,TRUE,FALSE,FALSE,19,bot,train
u2897877407,1545,950,53870,4,2898,TRUE,FALSE,FALSE,7,human,train
u2895024571,220693,209100,5191,255,2918,TRUE,FALSE,FALSE,1,human,train
u2894661271,865,260,31563,11,2918,TRUE,FALSE,FALSE,14,human,train
u288452305,1109055,1491,21887,9367,4211,TRUE,FALSE,TRUE,13,human,train
u2883841,11523961,118148,228805,35778,5700,TRUE,FALSE,TRUE,7,bot,train
u2876076186,88929,73483,26649,24,2933,TRUE,FALSE,FALSE,19,bot,train
u2875360759,1482,981,64073,3,2934,TRUE,FALSE,FALSE,1,bot,train
u287139302,814,1678,194922,50,4213,TRUE,FALSE,FALSE,7,bot,train
u28706024,31939855,456,7155,64527,4963,TRUE,FALSE,TRUE,4,human,train
u2869378818,97547,105741,462956,763,2937,TRUE,FALSE,FALSE,11,bot,train
u2868926868,1698,708,18403,6,2937,TRUE,FALSE,FALSE,14,human,train
u2861336274,1116,3333,94712,159,2941,TRUE,FALSE,FALSE,15,bot,train
u2852407598,40974,18146,5826,39,2947,TRUE,FALSE,FALSE,17,human,train
u2851938001,2835796,73,12786,163,2947,TRUE,FALSE,FALSE,6,human,train
u284566764,1072,895,25231,2,4218,TRUE,FALSE,FALSE,13,bot,train
u2844734828,120161,139253,22776,68,2951,TRUE,FALSE,FALSE,7,human,train
u283824663,93310,60579,35956,1476,4219,TRUE,FALSE,FALSE,14,bot,train
u2836421,2305384,589,153981,22112,5700,TRUE,FALSE,TRUE,5,bot,train
u2835630150,1334,0,5091,4,2959,TRUE,FALSE,FALSE,7,bot,train
u2835312057,24273,4406,41712,89,2941,TRUE,FALSE,FALSE,18,bot,train
u2832528206,1625,1,68181,63,2962,TRUE,FALSE,FALSE,6,bot,train
u283087496,1225,707,127513,4,4221,TRUE,FALSE,FALSE,5,human,train
u2828122811,1644,955,43589,7,2945,TRUE,FALSE,FALSE,12,human,train
u2824444743,1762,1004,38392,11,2946,TRUE,FALSE,FALSE,3,human,train
u281953031,1081,360,83341,43,4223,TRUE,FALSE,FALSE,16,bot,train
u2817057361,1740,1822,28443,0,2970,TRUE,FALSE,FALSE,11,bot,train
u2811559122,388806,353,319355,1735,2973,TRUE,FALSE,TRUE,15,bot,train
u28076891,207510,6733,15517,1368,4966,TRUE,FALSE,TRUE,3,human,train
u2806238839,362,374,19728,12,2976,TRUE,FALSE,FALSE,15,human,train
u28054874,2250,406,142237,30,4966,TRUE,FALSE,FALSE,12,bot,train
u2804332173,97781,11855,71,217,2954,TRUE,FALSE,FALSE,8,bot,train
u28019068,1092,1519,2439,6,4966,TRUE,FALSE,FALSE,9,human,train
u2800469755,23450,3578,13835,82,2979,TRUE,FALSE,FALSE,12,bot,train
u2795208109,1300,450,56299,14,2981,TRUE,FALSE,FALSE,6,bot,train
u27948995,2054,526,195813,109,4967,TRUE,FALSE,FALSE,2,human,train
u2792831540,719,1225,17417,0,2982,TRUE,FALSE,FALSE,12,bot,train
u279185985,206614,311,13951,167,4229,TRUE,FALSE,TRUE,19,human,train
u2787157306,1096,649,58357,4,2961,TRUE,FALSE,FALSE,4,human,train
u278561826,99787,248,874,124,4230,TRUE,FALSE,FALSE,15,bot,train
u2785480981,3689552,142,20011,1683,2986,TRUE,FALSE,TRUE,13,bot,train
u2785323572,28542,5311,49609,60,2986,TRUE,FALSE,FALSE,3,human,train
u278519480,2598551,38,24619,762,4230,TRUE,FALSE,TRUE,14,bot,train
u27834261,98438,1347,28177,662,4967,TRUE,FALSE,FALSE,19,human,train
u2780202108,324568,193209,21685,47,2989,TRUE,FALSE,FALSE,8,bot,train
u27801361,584342,11429,24687,1715,4967,TRUE,FALSE,TRUE,14,human,train
u277845835,138087,45,83717,2111,4231,TRUE,FALSE,FALSE,17,human,train
u27737579,158859,357,148758,370,4968,TRUE,FALSE,FALSE,16,bot,train
u2773297820,1020,0,2113176,107,2992,TRUE,FALSE,FALSE,12,bot,train
u277106086,1039,2307,10834,12,4233,TRUE,FALSE,FALSE,19,human,train
u27693717,87312,688,150475,304,4968,TRUE,FALSE,FALSE,14,bot,train
u2768922304,2596,3775,240072,174,2975,TRUE,FALSE,FALSE,4,human,train
u2768501,1495994,1206,286380,11736,5700,TRUE,FALSE,TRUE,8,bot,train
u276360590,100139,611,4333,119,4234,TRUE,FALSE,FALSE,10,human,train
u2762253256,125960,38759,30495,2038,2983,TRUE,FALSE,FALSE,15,human,train
u276197452,1322,2186,578387,34,4235,TRUE,FALSE,FALSE,15,bot,train
u275692203,1232,1930,61445,8,4236,TRUE,FALSE,FALSE,16,bot,train
u2752601,46683,34514,52455,144,5701,TRUE,FALSE,FALSE,11,bot,train
u2744574160,393,156,469,0,3003,TRUE,FALSE,FALSE,12,human,train
u2742932709,140538,382,5603,565,3005,TRUE,FALSE,FALSE,22,human,train
u2741137937,1066,943,38178,6,3007,TRUE,FALSE,FALSE,1,human,train
u2740307758,19,131,8,1,3008,TRUE,FALSE,FALSE,10,bot,train
u27368199,1979768,692,31797,5436,4969,TRUE,FALSE,TRUE,14,human,train
u2730263771,1142,678,140439,22,3019,TRUE,FALSE,FALSE,3,human,train
u2727609826,1615,3957,10272,15,3022,TRUE,FALSE,FALSE,16,human,train
u2727195089,1875,125,41403,3,3022,TRUE,FALSE,FALSE,9,human,train
u27260086,105043889,299712,30505,606500,4970,TRUE,FALSE,TRUE,13,human,train
u272570677,2098651,1847,48775,1606,4242,TRUE,FALSE,TRUE,10,human,train
u272140744,4625,3015,17524,380,4243,TRUE,FALSE,FALSE,13,bot,train
u2720186326,1366,753,38926,8,3029,TRUE,FALSE,FALSE,7,human,train
u27178513,25712,1186,9751,429,4970,TRUE,FALSE,TRUE,14,human,train
u27151820,98963,49225,448937,1836,4970,TRUE,FALSE,FALSE,43,bot,train
u27109378,86649,54354,124241,1467,4971,TRUE,FALSE,FALSE,16,bot,train
u27014121,101186,5,16460,1320,4971,TRUE,FALSE,TRUE,18,human,train
u2697652640,774,647,40724,27,3018,TRUE,FALSE,FALSE,3,bot,train
u26902613,102141,1415,6629,971,4971,TRUE,FALSE,TRUE,15,human,train
u26896439,1268,1647,3652,84,4971,TRUE,FALSE,FALSE,14,human,train
u2685951655,271660,192,24130,3107,3023,TRUE,FALSE,FALSE,10,human,train
u268556198,92875,79837,989943,692,4249,TRUE,FALSE,FALSE,16,bot,train
u268506350,84504,828,28151,107,4250,TRUE,FALSE,FALSE,5,human,train
u268434223,1763956,30,2511,2427,4250,TRUE,FALSE,TRUE,11,human,train
u268414482,41013992,419,9611,59583,4250,TRUE,FALSE,TRUE,15,human,train
u2683430642,99522,95071,1756,165,3024,TRUE,FALSE,FALSE,7,human,train
u268095618,1160,987,173551,40,4250,TRUE,FALSE,FALSE,4,human,train
u267425142,1574660,2256,20023,3738,4252,TRUE,FALSE,TRUE,14,human,train
u266956478,91670,91883,168246,635,4252,TRUE,FALSE,FALSE,20,bot,train
u266887195,1059945,1028,23710,829,4252,TRUE,FALSE,TRUE,20,human,train
u26687751,73935,1777,25873,339,4972,TRUE,FALSE,TRUE,9,human,train
u26565946,64753684,288,4058,74751,4973,TRUE,FALSE,TRUE,17,human,train
u2655791,113400,2698,87187,1888,5701,TRUE,FALSE,TRUE,4,bot,train
u2654439500,159147,313,17939,107,3033,TRUE,FALSE,TRUE,15,human,train
u26516576,145399,4239,55250,1320,4973,TRUE,FALSE,TRUE,11,human,train
u263710865,2582769,122,5225,783,4258,TRUE,FALSE,TRUE,4,human,train
u26327095,98879,2752,25991,566,4974,TRUE,FALSE,TRUE,14,human,train
u2632291,107987,7,236998,10627,5701,TRUE,FALSE,TRUE,19,human,train
u26289923,1028184,532,27885,3033,4974,TRUE,FALSE,TRUE,17,human,train
u262749118,991086,493069,52783,2377,4260,TRUE,FALSE,FALSE,4,human,train
u26239116,164278,2432,80003,498,4974,TRUE,FALSE,TRUE,16,bot,train
u2617776990,1066,272,86136,16,3039,TRUE,FALSE,FALSE,8,human,train
u26175726,1199,1777,199547,53,4974,TRUE,FALSE,FALSE,14,human,train
u261066475,1686,602,34360,14,4263,TRUE,FALSE,FALSE,18,human,train
u2610663146,111037,313,2957,77,3043,TRUE,FALSE,FALSE,17,human,train
u2607096499,710219,3,48628,1022,3044,TRUE,FALSE,TRUE,20,bot,train
u259798883,39729,26823,6183,639,4266,TRUE,FALSE,FALSE,16,human,train
u2594535174,89566,45,16708,125,3051,TRUE,FALSE,FALSE,20,human,train
u2590358492,1192,1087,31080,2,3054,TRUE,FALSE,FALSE,5,human,train
u2589923834,910,507,9467,1,3054,TRUE,FALSE,FALSE,1,human,train
u2586195402,1554,1711,70917,8,3056,TRUE,FALSE,FALSE,4,human,train
u257479711,182651,309,104918,345,4271,TRUE,FALSE,FALSE,16,bot,train
u257467708,2123,641,96429,8,4271,TRUE,FALSE,FALSE,33,bot,train
u2569615681,938,747,17957,8,3065,TRUE,FALSE,FALSE,4,human,train
u2569286801,1474,98,145157,23,3083,TRUE,FALSE,FALSE,3,human,train
u25688061,622896,1385,33703,1773,4977,TRUE,FALSE,TRUE,14,human,train
u256747696,1205835,462,57422,1579,4272,TRUE,FALSE,FALSE,17,bot,train
u255827290,1177,925,19455,2,4274,TRUE,FALSE,FALSE,11,human,train
u2557928030,580960,465,10640,1201,3070,TRUE,FALSE,FALSE,6,human,train
u2557521,33756726,235,99475,59853,5702,TRUE,FALSE,TRUE,4,bot,train
u25552667,104459,65,37728,2047,4978,TRUE,FALSE,FALSE,12,bot,train
u255504289,295673,544,18283,639,4275,TRUE,FALSE,TRUE,16,bot,train
u255493944,1176701,1277,52868,2498,4275,TRUE,FALSE,TRUE,13,bot,train
u255425706,1198060,38,157131,289,4275,TRUE,FALSE,FALSE,18,bot,train
u2550897515,867,1101,23966,0,3094,TRUE,FALSE,FALSE,9,human,train
u2550088538,1731,1619,79606,38,3074,TRUE,FALSE,FALSE,3,human,train
u2549172114,126353,146882,52548,218,3074,TRUE,FALSE,FALSE,11,bot,train
u254650064,996,1035,19273,2,4277,TRUE,FALSE,FALSE,11,human,train
u254603350,1009,438,134546,16,4277,TRUE,FALSE,FALSE,13,bot,train
u254535789,1493,557,82882,7,4277,TRUE,FALSE,FALSE,4,human,train
u2544128546,988,445,28241,1,3077,TRUE,FALSE,FALSE,11,bot,train
u2541363451,2672430,130,5099,1179,3078,TRUE,FALSE,TRUE,29,human,train
u254115362,1050078,125,3721,1194,4278,TRUE,FALSE,TRUE,15,human,train
u25382962,1156034,12607,46656,4989,4979,TRUE,FALSE,TRUE,13,human,train
u2534800813,815,1824,97182,7,3081,TRUE,FALSE,FALSE,11,bot,train
u2532821389,123768,734,33098,452,3082,TRUE,FALSE,FALSE,11,bot,train
u2530946646,1643,954,92219,2,3083,TRUE,FALSE,FALSE,17,bot,train
u252875977,19852,19219,2810,195,4280,TRUE,FALSE,FALSE,11,human,train
u252828803,130219,94421,454291,529,4280,TRUE,FALSE,TRUE,9,bot,train
u252196811,868,562,70043,4,4282,TRUE,FALSE,FALSE,9,human,train
u251967200,48390,40262,156068,391,4282,TRUE,FALSE,FALSE,19,bot,train
u251724140,1265,885,9250,147,4283,TRUE,FALSE,FALSE,15,bot,train
u251686253,121682,2305,54192,792,4283,TRUE,FALSE,TRUE,15,human,train
u251277482,116615,393,25078,478,4284,TRUE,FALSE,TRUE,14,human,train
u251112856,254315,28,5552,9,4284,TRUE,FALSE,FALSE,18,human,train
u250920294,1273,0,3736,0,4284,TRUE,FALSE,FALSE,20,bot,train
u250191109,1166,1604,20780,0,4286,TRUE,FALSE,FALSE,20,human,train
u250121556,1222,244,70120,102,4286,TRUE,FALSE,FALSE,12,bot,train
u24993400,1012947,80987,7029,3964,4980,TRUE,FALSE,TRUE,6,human,train
u2498702638,860,434,3322,5,3120,TRUE,FALSE,FALSE,14,human,train
u249575732,93820,6,7119,67,4287,TRUE,FALSE,FALSE,14,human,train
u2490828194,198804,257,14891,1347,3099,TRUE,FALSE,FALSE,12,human,train
u248226004,928,885,3324,19,4290,TRUE,FALSE,FALSE,10,human,train
u2481764343,843,1390,56262,3,3128,TRUE,FALSE,FALSE,7,bot,train
u2480448678,2238,1726,48350,4,3105,TRUE,FALSE,FALSE,7,human,train
u247991049,1406,852,58883,3,4290,TRUE,FALSE,FALSE,14,human,train
u247977754,1285,944,39747,7,4290,TRUE,FALSE,FALSE,8,human,train
u2477327017,3089,3907,28848,19,3107,TRUE,FALSE,FALSE,11,bot,train
u2474552602,1304,2343,21534,40,3131,TRUE,FALSE,FALSE,19,human,train
u24742040,13074396,17085,237860,17109,4982,TRUE,FALSE,TRUE,4,bot,train
u24693705,1075927,39,8954,2172,4982,TRUE,FALSE,FALSE,5,bot,train
u246912277,884879,720382,88314,419,4293,TRUE,FALSE,FALSE,3,bot,train
u24645354,112613,57708,187780,1545,4982,TRUE,FALSE,FALSE,4,bot,train
u2460524737,1288,763,36472,3,3117,TRUE,FALSE,FALSE,2,human,train
u2459378088,2437129,414,46427,4371,3118,TRUE,FALSE,TRUE,12,human,train
u2458685627,1051,0,4080,2,3137,TRUE,FALSE,FALSE,3,human,train
u245823708,167588,56,7498,42,4295,TRUE,FALSE,FALSE,12,bot,train
u24581048,94987,2590,42506,1168,4983,TRUE,FALSE,TRUE,17,human,train
u2452137170,899,409,9700,2,3122,TRUE,FALSE,FALSE,15,human,train
u24502450,876155,1885,24445,6788,4983,TRUE,FALSE,TRUE,11,human,train
u245010194,1157,1072,58816,1,4297,TRUE,FALSE,FALSE,12,bot,train
u2449235599,27559,33,13037,2,3124,TRUE,FALSE,FALSE,6,bot,train
u24472704,1085241,5314,28636,2098,4983,TRUE,FALSE,TRUE,7,human,train
u2445321452,1336,47,836183,43,3126,TRUE,FALSE,FALSE,14,bot,train
u2444516970,1585,1916,225380,641,3127,TRUE,FALSE,FALSE,15,bot,train
u244441120,2362887,500,50898,1200,4298,TRUE,FALSE,TRUE,9,human,train
u2442918091,16763,6,51,6,3127,TRUE,FALSE,FALSE,20,human,train
u244230312,959877,0,41604,635,4299,TRUE,FALSE,FALSE,10,bot,train
u2439526297,871,220,8861,1,3129,TRUE,FALSE,FALSE,5,human,train
u2439220064,1302,252,37954,3,3130,TRUE,FALSE,FALSE,6,human,train
u2438954290,1541,1045,29476,9,3145,TRUE,FALSE,FALSE,6,human,train
u243853541,1140,404,90677,3,4300,TRUE,FALSE,FALSE,7,human,train
u243173367,83824,2585,417655,440,4301,TRUE,FALSE,FALSE,4,bot,train
u2430914192,40341,39979,18357,48,3135,TRUE,FALSE,FALSE,20,human,train
u242943844,953,957,80027,0,4302,TRUE,FALSE,FALSE,17,human,train
u242618658,354410,208859,323597,1381,4302,TRUE,FALSE,FALSE,7,bot,train
u2425816217,1004,824,17799,1,3151,TRUE,FALSE,FALSE,9,human,train
u2425706237,2157,1129,88902,13,3152,TRUE,FALSE,FALSE,7,human,train
u2424210731,18557,259,6984,12,3152,TRUE,FALSE,FALSE,11,human,train
u2423067464,2193,2710,76182,79,3139,TRUE,FALSE,FALSE,11,bot,train
u241192205,138620,15939,160561,482,4306,TRUE,FALSE,TRUE,8,bot,train
u24100116,96222,100305,123334,3449,4985,TRUE,FALSE,FALSE,12,bot,train
u240889813,123732,0,96321,2640,4306,TRUE,FALSE,FALSE,11,bot,train
u2408474918,995,706,90926,5,3148,TRUE,FALSE,FALSE,17,bot,train
u240734425,1808623,388,41848,7941,4307,TRUE,FALSE,TRUE,15,bot,train
u2406546896,1439339,220,58446,1235,3149,TRUE,FALSE,TRUE,17,bot,train
u240629853,311059,948,6116,357,4307,TRUE,FALSE,TRUE,17,human,train
u2405972748,1094,1481,150625,4,3149,TRUE,FALSE,FALSE,11,bot,train
u2400389972,2551,1818,32271,32,3152,TRUE,FALSE,FALSE,13,human,train
